nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
54	54				Ta tạm không biết đi đâu, Dương huynh, ta giúp huynh đi tìm nhé! Thêm một người thêm phần sức!				
54	54		415	Vậy thì tốt quá! Chúng ta từ biệt họ trước rồi gặp nhau tại Võ Di Sơn!					
54	54				Được!				
55	55		415	Chân Nhi, thời gian qua cảm ơn nàng đã bên cạnh ta. Hiện công lực của ta đã hồi phục và khá hơn trước nên ta muốn trở về Trung Nguyên ngay.					sad
55	55		413	Sao! Huynh muốn về Trung Nguyên!					
55	55		415	Chân Nhi, từ ngày bị Trác Phi Phàm đánh ngã xuống núi, không ngày nào là ta không muốn báo thù. Nay ta đã luyện xong thần công, thù này không báo không phải quân tử! Ta phải vạch trần bộ mặt thật của hắn!					sad
55	55		413	Ta hiểu... Ảnh Phong ca ca, huynh đi rồi có nhớ muội không? Có trở về Vong Ưu Đảo nữa không? Ảnh Phong ca ca, huynh đừng đi được không...					
55	55		415	Chân Nhi, nếu có duyên, chúng ta sẽ gặp lại, đúng không? Xin lỗi, Chân Nhi, ta...					sad
55	55		413	Không còn sớm nữa... Ca ca hãy mau đi đi! Ảnh Phong ca, dù xảy ra chuyện gì, muội vẫn luôn đợi ca ca. Trác Phi Phàm rất gian xảo, ca ca phải cẩn thận.					
55	55		415	Ta đã nhớ rồi, muội hãy yên tâm!					
56	56				Nạp Lan cô nương...				
56	56		413	$N... Ta biết mọi người sẽ không ở lại lâu, đi đường cẩn thận, tạm biệt!					
56	56				Nạp Lan cô nương, bảo trọng!				
57	57		415	Ngươi đến rồi! Chúng ta đi tìm Tử Hiên, Tử Hiên hiền lành, ngươi nhất định sẽ thích cô ta.					
57	57				(Xem ra Dương huynh rất thích Tử Hiên cô nương, chỉ e Nạp Lan cô nương...Mà thôi, miễn thành đôi là được) Vậy chúng ta mau xuất phát đi!				
58	58		1750	Đứng lại! Con đường phía trước là ta mở, còn có các huynh đệ đang làm việc, biết điều thì đi vòng đường khác, nếu không đừng trách chúng ta không khách sáo!					
58	58				(Nhíu mày) Các ngươi mau tránh ra! Dương huynh hãy đến phía trước xem thử có việc gì! Bọn tiểu tặc này một mình ta giải quyết được!				
58	58		415	Được! Ngươi phải hết sức cẩn thận đấy!					
59	59				Dương huynh có phát hiện gì không?				
59	59		415	Thật kỳ lạ, phía trước không có gì xảy ra sao họ lại ngăn chúng ta vậy nhỉ, thôi kệ, hãy đi tiếp thôi.					
61	61		1626	Đa tạ công tử giúp đỡ, nhưng ta bận việc xin cáo từ trước. Sau này gặp lại nhất định trả ơn!					
61	61				Cô nương không cần đa lễ.				
61	61		1626	Hẹn ngày tái ngộ!					
62	62				Giang hồ loạn lạc, xinh đẹp như cô nương này rất dễ bị dòm ngó!				
62	62		415	Giang hồ hiểm ác, ta vốn nên tiễn cô ấy một chặng, nhưng cô ấy có vẻ không muốn ai giúp, ta đi gặp Tử Hiên trước vậy!					
63	63				Dương huynh, ở đây không có người!				
63	63		415	Tử Hiên sao lại không có ở nhà? Để ta đi hỏi thôn dân xung quanh!					
64	64		415	Huynh đài, cho hỏi chủ nhân ở ngôi nhà đằng kia đi đâu rồi?					
64	64		1068	Ngươi nói là Tử Hiên cô nương? Cô ấy dọn đi rồi! Tử Hiên lạ lắm! Mấy tháng trước dọn đến đây, sau mấy ngày lại dọn đi.					
64	64		415	Dọn đi? Vậy cô nương có biết cô ấy dọn đi đâu không? Tử Hiên cô nương không phải là người của Thanh Bình Thôn sao?					
64	64		1068	Dĩ nhiên không phải. Không chừng chỉ đến Thanh Bình Thôn tránh nạn thôi.					
64	64		415	Đa tạ! Khoan, không lẽ là bọn ác bá lúc trước đến quấy rối nên nàng mới dọn đi? Ta nhớ hắn tên Giả Thiếu! Không xong rồi, ta đi xem thử!					
66	66				Dương huynh! Ta đuổi kịp huynh rồi!				
67	67		415	Khi nãy ta thấy đám ác bá rất đông, nếu đánh nhau sẽ phiền phức, ta sẽ dụ họ đi, ngươi tìm một số ác bá hỏi chỗ của Giả Thiếu! Sao đó đến gặp ta!					
67	67				Được! Cứ vậy đi!				
68	68		1751	Đại hiệp xin tha mạng!					
68	68				Nói mau! Giả Thiếu đang ở đâu!				
68	68		1751	(Chỉ bản đồ) Ở phía trước, hãy tha cho chúng tôi!					
69	69				Nói mau! Ngươi đã bắt Tử Hiên đi đúng không?				
69	69		1009	Đại hiệp đừng đánh nữa! Lần trước bị giáo huấn xong ta đâu còn dám đụng đến Tử Hiên cô nương nữa? Hơn nữa, Tử Hiên cô nương ở đây chưa được một năm đã đi rồi!					
69	69				Tạm tha cho ngươi, nếu ta phát hiện ngươi nói dối ta sẽ không tha cho ngươi đâu! Đi mau!				
70	70				Dương huynh, ta đã giáo huấn tên Giả Thiếu đó rồi, xem ra không phải bọn họ làm.				
70	70		415	Biển người mênh mông, Tử Hiên, rốt cuộc người đang ở đâu? Nơi này cách Tàng Kiếm Sơn Trang không xa, tối nay ta sẽ đi tìm Trác Phi Phàm.					
70	70				Trác Phi Phàm! Dương huynh cũng quen biết Trác đại hiệp sao?				
70	70		415	Đại hiệp? Hừ! Nếu ta không rõ về hắn thì cũng tưởng hắn là đại hiệp!					
70	70				Dương huynh có ý gì? Trác đại hiệp hy sinh vì nước nhà... cùng chống địch với các sư huynh và sư tỷ của ta!				
70	70		415	Hắn nhẫn tâm, tàn ác, mưu mô, ngươi còn nhớ nghĩa huynh ta nhắc đến ở u cốc không? Chính là hắn, ta lần này tìm hắn để trả thù.					
70	70				Thì ra kẻ gian mà huynh nói chính là... Chẳng lẽ ta bị trọng thương cũng là do... Dương huynh! Chúng ta hãy đi xem thử! Nếu là thật thì ta và hắn có mối thù không nhỏ!				
70	70		415	Hay lắm! Chúng ta hãy cùng đến Tàng Kiếm Sơn Trang!					
71	71				(Tìm lâu như vậy, không ngờ Tử Hiên cô nương lại là...) Dương huynh đừng buồn, cứ như vậy Chân Nhi sẽ lo lắm đó.				
71	71		415	Tử Hiên! Sao lại nhẫn tâm đối xử với ta như thế!					
71	71				Dương huynh hãy ở đây nghỉ ngơi một chút, trời tối sẽ khá lạnh, để ta đi nhóm lửa.				
71	71		415	(Im lặng một hồi) Đừng lo cho ta, hãy cẩn thận.					
73	73				Cảm thấy hơi đói, tìm quanh đây xem có gì để ăn không!				
74	74				Những quả này có vẻ ăn được, hái một ít vậy!				
75	75				Củi và thức ăn đều đã có, phải trở về tìm Dương huynh thôi!				
77	77		415	Người ta yêu thương nhất lại là người lừa gạt ta, ta sống còn ý nghĩa gì... Trên thế gian này chỉ có Chân Nhi thật lòng tốt với ta... Ta về Vong Ưu Đảo thôi.					
77	77				Vậy chúng ta về Vong Ưu Đảo trước rồi tính tiếp!				
79	79	1097	1006	Đúng là oan gia ngõ hẹp! Dương Ảnh Phong, đừng nghĩ cứu ta là có thể hóa giải hận thù!					
79	79		415	Ta... Cô nương thế nào rồi? Cô nương bị thương không nhẹ, nơi thị phi không nên ở lâu, hãy tìm nơi thanh tịnh để dưỡng thương.					
79	79				(Nguyệt cô nương không chịu được lâu nữa) Nơi này nguy hiểm, Dương huynh, ta ở lại ngăn bọn chúng. Nguyệt cô nương, hãy tới chỗ an toàn trước rồi mình nói chuyện sau nhé?				
79	79		1006	Tránh ra! Ta không cần các ngươi giúp! Ta có thể tự đi!					
80	80				Lần này ta đi Nhạn Đãng Sơn e rằng sẽ có kẻ theo dõi, chi bằng đến nơi khác trước sau đó mới đến đó, sẵn tận dụng cơ hội rèn luyện luôn!				
81	81		1006	Dương Ảnh Phong! Ta sẽ không đội ơn ngươi đâu, ngươi đừng có ở trước mặt ta giả dạng hào hiệp! Còn ngươi chắc cũng không phải hạng người tốt gì khi đi theo hắn!					
81	81		415	$N, lúc này tâm trạng cô ấy không tốt, ngươi đừng để bụng. Thôi, hôm nay ngươi gặp nhiều chuyện rồi, hãy đi nghỉ sớm đi.					
81	81		1006	Đi đi! Còn ngươi nữa! Đi khuất mắt ta!					
6081	6081		719	Nguyệt My Nhi nói xong giận dữ quay vào nhà					
82	82		415	Cô nương ấy tính tình cứng rắn, cô ấy mà biết ta giúp cô ấy chắc sẽ không vui, cũng may là cô ta chỉ bị thương nhẹ, chỉ cần nghỉ ngơi một chút là sẽ đỡ hơn. Nếu như không phải là do cha... thì cô ấy cũng không bị như vầy! Phải đi mua ít thuốc về cho cô ấy trị thương thôi!					
82	82				Nếu như cô ấy muốn đi ta cũng không cản được, chuyện mua thuốc hãy giao cho ta.				
83	83				Bên kia có một thôn dân, chắc anh ta biết chỗ bán Kim Sáng Dược!				
84	84				Tại hạ $N là đệ tử của $F, không biết huynh đài xưng hô thế nào? Có biết mua Kim Sáng Dược ở đâu không?				
84	84		1074	Ta tên Lý Đại Ngưu! Kim Sáng Dược? Chỗ ta rất nhiều! Bình thuốc này ta tặng ngươi, hãy cầm lấy!					
84	84				Tại hạ đang cần gấp, xin đa tạ!				
85	85				Dương huynh, ta mang Kim Sáng Dược về rồi đây.				
85	85		415	Tốt lắm! Chúng ta mau mang đến cho Nguyệt cô nương đi!					
86	86		415	Nguyệt cô nương? Cô nương cứ im lặng vậy thì ta phá cửa vào đấy.					
86	86		719	(Trong nhà không có ai, dưới đất có một bình Kim Sáng Dược đã dùng hết)					
86	86		415	Nguyệt My Nhi! Cô ta đã đi rồi... Chúng ta về Vong Ưu Đảo thôi!					
86	86				Không ngờ Nguyệt cô nương và Dương huynh như nhau, đều có sở trường chạy trốn... Haha, chúng ta quay lại Vong Ưu Đảo thôi!				
87	87		413	Ảnh Phong ca ca, đã về rồi à? Có diệt Trác Phi Phàm không? Tên gian tặc đó thoát rồi hả? Sao sắc mặt ca ca khó coi vậy?					
87	87		415	Chân Nhi, ta biết trên đời này muội tốt với ta nhất, ta không muốn giấu muội bất cứ chuyện gì. Có chuyện này ta phải nói cho muội biết, khi ta kết bái huynh đệ với Trác Phi Phàm, ta được mời ở lại trang viên của hắn.					
87	87		415	Lúc đó ta có quen biết một cô nương tên Tử Hiên ở Thanh Bình Thôn gần trang viên đó nhưng sau không còn gặp nhau nữa... Hôm trước ta đi tìm Trác Phi Phàm báo thù, phát hiện ra thì ra cô nương ấy là tai mắt của Trác Phi Phàm...					
87	87		413	Ảnh Phong ca ca, chuyện đã qua... ca ca đừng nghĩ nhiều nữa.					
87	87		415	Chân Nhi, khi lâm vào đường cùng, ta chỉ muốn về Vong Ưu Đảo gặp muội, ta...					
87	87		413	Vong Ưu Đảo và muội luôn đợi huynh trở về... Đúng rồi, chúng ta hãy đi tìm cha trước.					
88	88				Đảo chủ, đã lâu không gặp!				
88	88		954	(Nhìn ngươi một cái) Võ công của các ngươi đã tiến bộ. Không cần đa lễ. (Nhìn Dương Ảnh Phong) Ta có nghe về việc của ngươi, bây giờ ngươi định thế nào?					
88	88		415	Vãn bối chưa có dự định gì cả.					
88	88		954	Chúng ta luyện võ không phải chỉ để khỏe mạnh mà còn nên làm một số việc có ích cho dân cho nước.					
88	88		415	Tiền bối nói đúng lắm.					
88	88		954	Trác Phi Phàm chỉ giả vờ nhân nghĩa thôi. Cứ như thế này sau này chắc chắn hắn sẽ là mối họa của giang hồ, hơn nữa giờ khắp giang hồ đang náo loạn vì 1 cuốn【Võ Đạo Đức Kinh】, xem ra đại nạn sắp bắt đầu rồi.					
88	88		954	Giờ hai hiền điệt càng cần phải có thành tựu lớn lao, một là có thể báo thù, hai là không uổng võ công đã học, sao có thể vì một số khó khăn mà đầu hàng.					
88	88		954	Ta vẫn luôn quan sát các ngươi, võ công của ngươi đã tiến bộ nhiều nhưng trong lòng còn có khúc mắc nên khó mà bình tĩnh, nếu muốn có tiến bộ vượt bậc phải giải được nút thắt trong lòng trước.					
88	88		954	Phía sau cánh cửa sau lưng ta là Tâm Ma Trận cực kỳ nguy hiểm, rất ít người có thể vượt qua nó. Tuy nó nguy hiểm nhưng lại là nơi để rèn luyện tâm trí rất tốt.					
88	88				Đa tạ Nạp Lan tiền bối giúp đỡ!				
88	88		413	Ta không thể vào, ta sẽ làm một ít món ngon chờ mọi người, tất cả nhớ phải cẩn thận.					
88	88		954	Các ngươi hãy vào đi!					
90	90		954	Khá lắm, hai ngươi rất tốt, có thể vượt qua Tâm Ma Trận, sau này căn cơ sẽ rất vững chắc!					
90	90				Đa tạ đảo chủ! Tâm Ma Trận quả huyền diệu!				
91	91				Nạp Lan cô nương...				
91	91		413	$N... Phải đi rồi sao? Ta biết mọi người sẽ không ở lại lâu. Ta định cùng Dương đại ca rời khỏi đây, ngao du giang hồ, về phần cha, ta sẽ nghĩ cách, còn ngươi?					
91	91				Ta muốn rèn luyện rồi mới tính tiếp.				
91	91		413	Cẩn thận nhé, có chuyện gì cứ đến tìm bọn ta!					
92	92				Dương huynh, ta định rời đảo để rèn luyện thêm, huynh có dự định gì không?				
92	92		415	Tâm Ma Trận... Không hổ là cấm địa Vô Ưu Giáo, quả thật phi phàm... Trong Tâm Ma... ta thu hoạch được không ít! Ta định sẽ lập đại nghiệp! 					
92	92				Dương huynh, nếu huynh có sĩ khí như thế thì ta cũng nghe theo vậy! (Lần trước ở Nhạn Đãng Sơn nhờ có Đại Ngưu giúp đỡ, giờ hãy đến đó hỏi xem y có gì cần giúp đỡ không?)				
94	94				Đại Ngưu, huynh khỏe không?				
94	94		1074	Ngươi là...? Ta nhớ rồi, là người lần trước mượn Kim Sáng Dược, thế nào, bằng hữu ngươi khỏi chưa? Thuốc ta tốt chứ?					
94	94				Ta đến đây cũng vì việc này! Không biết Đại Ngưu huynh có việc gì cần giúp đỡ không?				
94	94		1074	Có đấy, bọn Đạo Sĩ Vân Du quanh đây ỷ có võ công ức hiếp mọi người, ta một mình khó địch lại chúng.					
94	94				Cứ giao cho ta, ta rất thích giáo huấn lũ ác đồ!				
96	96		1059	Dạo này nghe nói trên giang hồ xuất hiện một Bi Ma Sơn Trang, thế lực rất mạnh, có thể ngang hàng với cả Tàng Kiếm Sơn Trang và Phi Long Bảo!					
96	96		1060	Đúng, Dương Ảnh Phong ra giang hồ chỉ mới vài tháng mà đã lập nên Bi Ma Sơn Trang, lợi hại thật!					
